objectid,identifier,filename,publication,location,date,month_str,month_int,day,year,format,notes,collection
SB_Tribune_June_1_1903_jpg,SB_Tribune_June_1_1903_jpg,SB_Tribune_June_1_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",01/06/1903,June,06,01,1903,image/jpeg,,South Bend Tribune
SB_Tribune_June_8_1903_(1)_jpg,SB_Tribune_June_8_1903_(1)_jpg,SB_Tribune_June_8_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",08/06/1903,June,06,08,1903,image/jpeg,,South Bend Tribune
SB_Tribune_June_8_1903_jpg,SB_Tribune_June_8_1903_jpg,SB_Tribune_June_8_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",08/06/1903,June,06,08,1903,image/jpeg,,South Bend Tribune
SB_Tribune_March_23_1903_jpg,SB_Tribune_March_23_1903_jpg,SB_Tribune_March_23_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",23/03/1903,March,03,23,1903,image/jpeg,,South Bend Tribune
SB_Tribune_March_30_1903_(1)_jpg,SB_Tribune_March_30_1903_(1)_jpg,SB_Tribune_March_30_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",30/03/1903,March,03,30,1903,image/jpeg,,South Bend Tribune
SB_Tribune_March_30_1903_jpg,SB_Tribune_March_30_1903_jpg,SB_Tribune_March_30_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",30/03/1903,March,03,30,1903,image/jpeg,,South Bend Tribune
SB_Tribune_May_30_1904_jpg,SB_Tribune_May_30_1904_jpg,SB_Tribune_May_30_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",30/05/1904,May,05,30,1904,image/jpeg,,South Bend Tribune
SB_Tribune_October_5_1903_jpg,SB_Tribune_October_5_1903_jpg,SB_Tribune_October_5_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",05/10/1903,October,10,05,1903,image/jpeg,,South Bend Tribune
SB_Tribune_September_3_2007_jpg,SB_Tribune_September_3_2007_jpg,SB_Tribune_September_3_2007.jpg,South Bend Tribune,"South Bend, Indiana, US",03/09/2007,September,09,03,2007,image/jpeg,,South Bend Tribune
SB_Tribune_April_11_1903_(1)_jpg,SB_Tribune_April_11_1903_(1)_jpg,SB_Tribune_April_11_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",11/04/1903,April,04,11,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_11_1903_jpg,SB_Tribune_April_11_1903_jpg,SB_Tribune_April_11_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",11/04/1903,April,04,11,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_25_1903_(1)_jpg,SB_Tribune_April_25_1903_(1)_jpg,SB_Tribune_April_25_1903_(1).jpg,South Bend Tribune,"South Bend, Indiana, US",25/04/1903,April,04,25,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_25_1903_jpg,SB_Tribune_April_25_1903_jpg,SB_Tribune_April_25_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",25/04/1903,April,04,25,1903,image/jpeg,,South Bend Tribune
SB_Tribune_April_9_1904_jpg,SB_Tribune_April_9_1904_jpg,SB_Tribune_April_9_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",09/04/1904,April,04,09,1904,image/jpeg,,South Bend Tribune
SB_Tribune_August_13_1904_jpg,SB_Tribune_August_13_1904_jpg,SB_Tribune_August_13_1904.jpg,South Bend Tribune,"South Bend, Indiana, US",13/08/1904,August,08,13,1904,image/jpeg,,South Bend Tribune
SB_Tribune_August_29_1903_jpg,SB_Tribune_August_29_1903_jpg,SB_Tribune_August_29_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",29/08/1903,August,08,29,1903,image/jpeg,,South Bend Tribune
SB_Tribune_August_8_1903_(2)_jpg,SB_Tribune_August_8_1903_(2)_jpg,SB_Tribune_August_8_1903_(2).jpg,South Bend Tribune,"South Bend, Indiana, US",08/08/1903,August,08,08,1903,image/jpeg,,South Bend Tribune
SB_Tribune_December_26_1903_jpg,SB_Tribune_December_26_1903_jpg,SB_Tribune_December_26_1903.jpg,South Bend Tribune,"South Bend, Indiana, US",26/12/1903,December,12,26,1903,image/jpeg,,South Bend Tribune
